male,race_ethnicity,frpl,iep,ell,ever_alternative,ap_ever_take_class,math_ss,read_ss,pct_days_absent,gpa,scale_score_11_eng,scale_score_11_math,scale_score_11_read,scale_score_11_comp,hs_diploma
no,White,yes,no,no,no,yes,46.0,64.0,0.62481534,3.1444998,20.0,15.0,25.0,20.0,1
yes,White,yes,no,no,yes,no,26.0,27.0,14.85735,1.4151,16.0,16.0,17.0,17.0,0
yes,White,no,no,no,no,yes,73.0,70.0,1.5809659,3.9605,27.0,32.0,27.0,29.0,1
no,White,yes,no,no,yes,no,16.0,36.0,9.4939556,0.82131666,,,,,0
yes,White,no,no,no,no,no,22.0,41.0,5.2496395,2.7449999,15.0,15.0,19.0,16.0,1
no,White,no,no,no,yes,yes,56.0,80.0,2.9490805,3.977,32.0,25.0,27.0,32.0,1
no,White,yes,no,no,no,no,34.0,36.0,10.364539,2.8080876,15.0,16.0,17.0,16.0,1
yes,White,yes,no,no,no,no,,,15.88372,2.3074999,,,,,0
no,White,no,no,no,no,no,66.0,68.0,7.3298817,3.652,29.0,21.0,27.0,27.0,1
no,White,yes,yes,no,yes,no,18.0,46.0,8.976778,2.2849998,11.0,13.0,14.0,13.0,1
yes,White,no,no,no,no,yes,39.0,41.0,2.0656662,3.5876665,22.0,17.0,23.0,20.0,1
yes,White,no,no,no,no,no,,,7.0958648,3.74,,,,,0
yes,White,yes,no,no,no,no,18.0,26.0,18.606741,1.414,11.0,15.0,14.0,13.0,0
yes,White,no,no,no,no,no,52.0,52.0,13.318572,2.5272501,27.0,22.0,19.0,22.0,1
no,White,yes,no,no,no,yes,21.0,51.0,6.5878186,2.395,21.0,16.0,23.0,21.0,1
yes,White,no,no,no,no,no,57.0,56.0,10.139847,2.8970001,23.0,15.0,21.0,20.0,1
no,White,yes,no,no,no,no,74.0,55.0,1.6806358,3.50193,19.0,26.0,18.0,20.0,1
yes,White,no,no,no,yes,no,38.0,56.0,18.333332,2.4109249,15.0,17.0,20.0,18.0,1
yes,White,no,no,no,no,no,,,4.7838988,3.0,21.0,16.0,20.0,18.0,1
yes,White,no,no,no,no,no,59.0,50.0,4.6229987,3.4850001,21.0,23.0,18.0,21.0,1
yes,White,yes,no,no,no,yes,40.0,54.0,6.6985292,2.2007499,20.0,18.0,20.0,19.0,1
yes,White,yes,no,no,no,no,19.0,43.0,15.559541,1.8415,,,,,0
yes,White,yes,no,no,no,no,24.0,46.0,8.4071426,1.8065,15.0,18.0,19.0,18.0,1
no,White,yes,no,no,no,no,44.0,51.0,7.1133146,3.0,19.0,15.0,20.0,19.0,1
no,White,no,no,no,no,yes,56.0,68.0,4.3009987,3.5180001,26.0,24.0,22.0,24.0,1
yes,White,yes,yes,no,no,no,41.0,39.0,4.1553254,1.176,,,,,0
yes,White,no,no,no,no,no,,,24.965115,1.29476,10.0,15.0,14.0,13.0,1
yes,White,no,no,no,no,no,,28.0,31.710842,1.5082333,8.0,13.0,14.0,13.0,0
no,White,yes,no,no,yes,no,41.0,55.0,13.762332,3.244,11.0,16.0,12.0,13.0,1
no,White,yes,no,no,no,no,63.0,74.0,8.7655573,3.2340002,21.0,16.0,21.0,20.0,1
no,White,yes,no,no,no,yes,19.0,36.0,8.8798285,1.9425,9.0,15.0,14.0,12.0,1
no,White,no,no,no,no,no,45.0,50.0,9.879262,2.635,22.0,18.0,24.0,23.0,1
yes,White,no,no,no,yes,no,,,5.8181815,1.9525,,,,,0
yes,White,yes,no,no,yes,no,55.0,64.0,2.753372,3.2350001,19.0,18.0,17.0,19.0,1
yes,African-American,yes,no,no,no,no,33.0,34.0,19.058489,1.58085,10.0,16.0,14.0,13.0,1
yes,White,yes,yes,no,no,no,0.0,,16.556986,2.0549998,13.0,17.0,18.0,16.0,0
yes,White,yes,no,no,yes,no,31.0,31.0,10.485549,2.6962874,13.0,16.0,14.0,15.0,1
yes,African-American,yes,no,no,no,no,0.0,,17.710827,1.5712667,,,,,0
no,White,yes,no,no,no,no,77.0,61.0,33.032257,1.1743333,,,,,0
no,White,no,no,no,no,yes,53.0,45.0,4.0603447,3.3264999,24.0,21.0,23.0,23.0,1
no,White,no,no,no,no,no,75.0,54.0,0.25714284,3.0558,23.0,23.0,25.0,24.0,1
no,White,no,no,no,no,yes,41.0,44.0,7.7282128,3.2465,17.0,19.0,12.0,16.0,1
no,White,yes,no,no,no,no,25.0,34.0,8.0066223,2.3815,11.0,15.0,14.0,13.0,1
no,Hispanic,yes,yes,no,no,no,19.0,16.0,4.0,1.9718926,14.0,14.0,14.0,14.0,1
yes,White,yes,no,no,yes,no,,,33.844379,1.875,14.0,16.0,21.0,18.0,1
yes,White,,no,no,yes,no,,,0.0,,,,,,0
no,White,yes,no,no,no,no,53.0,32.0,6.6879435,2.382,9.0,15.0,10.0,11.0,1
no,White,no,no,no,no,no,45.0,47.0,5.4764619,3.2965,22.0,23.0,22.0,22.0,1
no,Multiple/Native American,yes,no,no,no,no,42.0,48.0,8.0931587,2.413605,25.0,16.0,21.0,21.0,1
yes,African-American,yes,yes,no,yes,no,72.0,31.0,4.669096,3.3717501,13.0,15.0,22.0,,0
no,White,yes,no,no,yes,no,22.0,32.0,11.47929,1.2643334,9.0,16.0,16.0,14.0,0
no,White,yes,no,no,yes,no,0.0,15.0,8.1349859,2.8685,16.0,16.0,22.0,18.0,1
yes,White,yes,yes,no,no,no,50.0,66.0,3.5415473,3.36045,19.0,21.0,33.0,22.0,0
no,Multiple/Native American,no,no,no,no,yes,72.0,77.0,5.3905578,3.4250002,25.0,27.0,26.0,24.0,1
yes,White,yes,no,no,no,no,,,5.6657143,1.14,,,,,0
yes,White,yes,yes,no,yes,no,,,6.4920945,2.1965001,,,,,1
yes,White,no,no,no,no,no,61.0,58.0,16.134111,1.6720001,19.0,21.0,24.0,21.0,1
yes,White,no,no,no,yes,no,45.0,38.0,13.750673,2.1375,14.0,16.0,12.0,14.0,1
yes,White,yes,no,no,no,no,55.0,47.0,1.1798867,1.9910001,22.0,24.0,20.0,22.0,1
no,White,yes,no,no,no,no,59.0,55.0,6.9400859,2.2590499,31.0,27.0,34.0,31.0,1
no,White,yes,no,no,no,no,6.0,34.0,1.6628571,2.3099999,,,,,0
no,White,no,no,no,no,no,,,5.9429388,3.6793332,27.0,28.0,24.0,27.0,1
yes,White,no,no,no,no,no,26.0,33.0,4.3144474,1.9300001,15.0,14.0,17.0,15.0,1
yes,White,yes,yes,no,no,no,54.0,60.0,12.847858,3.0580001,9.0,14.0,16.0,14.0,1
no,African-American,yes,no,no,yes,no,,,0.0,,,,,,1
yes,Asian/Pacific Islander,yes,no,yes,no,no,45.0,50.0,19.058321,1.73075,,,,,0
yes,African-American,yes,yes,no,no,no,,22.0,4.3591552,2.24192,11.0,15.0,12.0,14.0,1
no,White,yes,no,no,no,no,60.0,54.0,7.719708,3.852,24.0,21.0,27.0,23.0,1
no,White,yes,no,no,no,no,41.0,51.0,11.10423,3.4089999,21.0,18.0,20.0,20.0,1
no,African-American,yes,no,no,no,no,,,16.954546,2.08775,,,,,0
yes,African-American,yes,no,no,no,no,28.0,45.0,2.756705,1.5829999,,,,,0
no,White,no,no,no,no,yes,26.0,38.0,6.8710599,2.207,18.0,19.0,21.0,19.0,1
yes,White,no,no,no,no,no,,,5.0548306,2.6300001,15.0,14.0,15.0,16.0,1
no,White,no,no,no,yes,yes,64.0,46.0,3.6842899,2.6615,16.0,16.0,21.0,18.0,1
no,White,yes,yes,no,yes,no,1.0,9.0,4.186667,3.5938649,,,,,0
no,White,no,no,no,no,no,44.0,51.0,0.81913304,3.1259999,19.0,18.0,17.0,18.0,1
no,White,no,no,no,no,yes,,,6.5887446,3.5510001,24.0,23.0,19.0,24.0,1
no,White,yes,no,no,yes,no,36.0,35.0,5.5726619,2.5194335,21.0,15.0,26.0,21.0,1
no,White,no,no,no,yes,no,65.0,49.0,4.1751494,3.513,,,,,0
yes,White,no,no,no,no,no,38.0,53.0,2.5248225,2.8329999,18.0,17.0,22.0,18.0,1
yes,White,no,no,no,no,no,55.0,46.0,13.764822,1.863,11.0,16.0,10.0,12.0,1
no,White,yes,no,no,no,no,49.0,80.0,10.010944,3.3155,,,,,0
yes,White,yes,no,no,no,no,63.0,42.0,2.1041968,3.19875,30.0,22.0,24.0,22.0,1
no,White,no,no,no,no,yes,64.0,80.0,1.2496393,3.27074,28.0,25.0,23.0,25.0,1
no,White,no,no,no,no,yes,63.0,51.0,10.126214,2.4054,24.0,16.0,23.0,20.0,1
yes,White,,no,no,no,yes,,,12.858948,2.2160001,16.0,16.0,19.0,18.0,0
no,White,no,no,no,yes,yes,45.0,45.0,4.57478,3.9175,27.0,21.0,27.0,22.0,1
no,White,yes,no,no,no,yes,59.0,67.0,13.920938,3.4949,24.0,18.0,20.0,21.0,1
yes,African-American,yes,yes,no,no,no,0.0,9.0,3.559078,2.875,,,,,1
yes,White,no,no,no,no,no,51.0,74.0,6.5857139,2.6648002,22.0,17.0,23.0,21.0,1
no,White,no,no,no,no,yes,44.0,56.0,5.5042977,3.1690001,22.0,17.0,21.0,20.0,1
no,African-American,no,no,no,yes,no,25.0,42.0,9.0166121,1.8324001,,,,,1
yes,Hispanic,yes,no,yes,no,no,0.0,,17.571001,1.4335001,,,,,0
yes,White,yes,no,no,yes,no,,,39.755436,1.4116,12.0,14.0,14.0,13.0,1
yes,White,yes,yes,no,no,no,55.0,64.0,13.793233,2.3109999,11.0,14.0,12.0,13.0,1
yes,White,yes,no,no,no,no,38.0,57.0,7.1437125,2.115,19.0,18.0,20.0,19.0,1
no,African-American,no,no,no,no,yes,,,4.2632332,2.885,15.0,14.0,15.0,15.0,1
no,White,no,no,no,no,no,80.0,80.0,13.047232,3.3245001,27.0,23.0,22.0,25.0,1
no,White,yes,no,no,no,no,,,4.2429376,2.5599999,18.0,17.0,22.0,18.0,1
no,African-American,yes,no,no,no,no,46.0,46.0,10.917558,3.2065001,17.0,18.0,18.0,19.0,1
yes,White,no,no,no,no,no,51.0,61.0,7.8514285,3.0650001,23.0,31.0,25.0,26.0,1
yes,White,yes,no,no,yes,no,,,14.957317,,,,,,0
yes,White,yes,no,no,no,no,14.0,39.0,4.6947675,2.2279999,15.0,16.0,20.0,18.0,1
yes,African-American,yes,no,no,yes,no,,,4.4907274,2.8166666,,,,,0
no,White,yes,no,no,no,no,53.0,72.0,3.0341394,3.9808002,25.0,26.0,27.0,24.0,1
yes,White,no,no,no,yes,no,21.0,21.0,5.7685952,2.8509998,20.0,14.0,16.0,18.0,1
no,White,yes,no,no,no,no,25.0,37.0,3.9325843,3.0669999,12.0,15.0,13.0,13.0,1
yes,White,yes,no,no,no,no,54.0,61.0,2.6862464,3.304595,22.0,22.0,18.0,22.0,1
no,White,no,no,no,no,yes,,,3.5269785,3.3150001,23.0,20.0,22.0,21.0,1
yes,White,yes,no,no,yes,yes,24.0,9.0,14.086384,1.5422499,24.0,15.0,27.0,24.0,0
no,White,yes,no,no,yes,yes,27.0,63.0,10.600472,3.5911999,15.0,16.0,15.0,17.0,1
yes,White,yes,yes,no,yes,no,41.0,43.0,26.62944,0.34,,,,,0
yes,White,yes,yes,no,no,no,,13.0,11.946377,1.2829499,,,,,0
no,White,no,no,no,no,no,66.0,40.0,8.7968969,2.41505,,,,,0
yes,White,yes,no,no,no,no,24.0,36.0,5.46875,1.6359999,13.0,13.0,14.0,12.0,1
no,White,yes,no,no,no,no,24.0,39.0,0.36714289,3.6478,8.0,16.0,14.0,13.0,1
yes,White,yes,yes,no,yes,no,36.0,33.0,7.5640645,2.47,14.0,15.0,15.0,15.0,1
no,White,yes,no,no,no,no,46.0,52.0,10.116809,2.2965,14.0,16.0,19.0,18.0,1
no,White,no,yes,no,no,no,28.0,67.0,15.038904,2.3518,10.0,13.0,15.0,13.0,1
yes,White,yes,no,no,no,no,31.0,51.0,6.168375,2.1500001,26.0,23.0,24.0,22.0,1
yes,White,yes,no,no,no,no,14.0,40.0,16.767508,1.3824,7.0,13.0,9.0,10.0,0
yes,White,yes,no,no,yes,no,65.0,60.0,20.41157,0.93364,,,,,0
no,White,yes,no,no,no,no,53.0,58.0,25.822308,2.8180001,21.0,24.0,25.0,23.0,1
no,White,no,no,no,yes,no,12.0,28.0,7.2236466,2.3200002,21.0,15.0,19.0,21.0,1
yes,Multiple/Native American,yes,no,no,no,no,38.0,56.0,3.7407408,2.77825,18.0,25.0,19.0,20.0,1
no,White,yes,no,no,no,no,50.0,48.0,7.2115111,2.73,23.0,23.0,22.0,22.0,1
no,White,yes,no,no,no,no,32.0,46.0,22.594595,1.6730001,,,,,0
no,White,no,no,no,no,no,37.0,31.0,6.4636364,2.9949999,18.0,15.0,30.0,21.0,1
yes,White,yes,no,no,no,yes,80.0,55.0,10.673106,3.4593999,18.0,26.0,23.0,17.0,1
yes,White,yes,no,no,no,no,48.0,39.0,7.0423074,2.6865001,12.0,15.0,12.0,14.0,1
yes,White,no,no,no,no,yes,,,2.953757,3.850915,29.0,27.0,27.0,26.0,1
yes,White,yes,yes,no,no,no,36.0,35.0,2.0549133,2.6282501,15.0,16.0,19.0,17.0,1
yes,White,yes,yes,no,no,no,18.0,23.0,2.8400002,1.9319401,8.0,17.0,11.0,13.0,1
no,White,no,no,no,no,no,60.0,66.0,8.3837042,2.9825001,24.0,18.0,22.0,21.0,1
no,White,no,no,no,no,no,80.0,62.0,4.5888252,3.615,30.0,27.0,29.0,30.0,1
no,African-American,yes,no,no,yes,yes,44.0,52.0,8.080205,3.9525001,21.0,19.0,23.0,21.0,1
yes,White,yes,yes,no,no,no,,14.0,3.7542615,,,,,,0
no,White,yes,no,no,no,no,12.0,26.0,11.726698,2.0003333,10.0,14.0,12.0,12.0,1
yes,White,no,no,no,yes,no,72.0,61.0,0.0,2.766,19.0,24.0,17.0,19.0,1
no,African-American,yes,no,no,yes,no,0.0,28.0,10.307277,1.6736666,,,,,0
yes,Multiple/Native American,yes,no,no,no,no,35.0,36.0,5.2154694,2.2855,18.0,17.0,17.0,16.0,1
no,White,no,no,no,no,yes,23.0,49.0,2.587234,2.7995,16.0,18.0,16.0,18.0,1
yes,White,yes,yes,no,yes,no,43.0,28.0,17.332678,1.8329999,16.0,17.0,22.0,19.0,1
yes,White,yes,yes,no,no,no,,5.0,29.363636,1.9119999,,,,,0
yes,White,yes,no,no,no,no,80.0,55.0,7.8749995,3.155,,,,,0
no,White,yes,no,no,no,yes,59.0,57.0,7.0860658,2.1399999,22.0,21.0,16.0,21.0,1
no,African-American,yes,no,no,no,yes,21.0,29.0,9.8895264,3.4184999,26.0,27.0,16.0,25.0,1
yes,White,yes,no,no,no,no,15.0,31.0,28.230198,1.6675,21.0,,,,0
yes,White,no,no,no,no,no,47.0,55.0,6.4228568,2.2772498,26.0,24.0,25.0,26.0,1
yes,Multiple/Native American,no,no,no,no,no,15.0,18.0,13.069418,1.5973333,9.0,17.0,14.0,15.0,1
no,African-American,yes,no,no,no,no,,,23.288702,,,,,,0
no,White,yes,no,no,no,yes,61.0,57.0,4.0129123,3.20224,22.0,20.0,22.0,22.0,1
yes,White,no,no,no,no,yes,49.0,50.0,0.65909088,3.323,20.0,19.0,22.0,21.0,1
no,White,yes,no,no,no,no,16.0,21.0,6.776824,3.1500001,16.0,15.0,20.0,17.0,1
no,White,yes,no,no,no,no,30.0,48.0,8.0553188,2.7465,14.0,16.0,16.0,16.0,1
no,White,no,no,no,no,no,59.0,47.0,1.6100719,3.7184501,19.0,21.0,17.0,19.0,1
yes,White,yes,no,no,no,no,44.0,44.0,32.89138,1.95,14.0,19.0,16.0,17.0,1
yes,White,yes,yes,no,no,no,,15.0,5.8158679,2.0734999,13.0,16.0,14.0,14.0,1
no,African-American,yes,no,no,no,no,,,6.3942862,2.2262666,,,,,0
yes,White,yes,no,no,no,no,43.0,55.0,1.4114286,2.4573998,16.0,17.0,14.0,16.0,1
yes,White,no,no,no,no,no,39.0,71.0,4.6314282,2.0679998,15.0,17.0,13.0,14.0,1
yes,African-American,yes,yes,no,no,no,4.0,31.0,4.0749998,2.6333499,10.0,15.0,12.0,13.0,1
yes,White,yes,yes,no,no,no,35.0,46.0,5.376956,1.7505,14.0,15.0,13.0,13.0,1
no,White,yes,no,no,no,no,55.0,62.0,16.573507,3.2655001,,,,,0
yes,White,no,no,no,yes,no,50.0,43.0,13.446746,3.1096001,,,,,0
no,White,yes,no,no,no,no,13.0,50.0,4.8155198,3.314285,16.0,17.0,21.0,17.0,1
no,White,no,no,no,no,no,,,5.0426135,1.702,23.0,19.0,24.0,21.0,0
yes,White,no,no,no,no,yes,44.0,54.0,2.6932952,3.4672999,33.0,26.0,27.0,26.0,1
no,White,no,no,no,no,no,80.0,80.0,2.9261365,3.9000001,35.0,29.0,25.0,28.0,0
yes,White,yes,no,no,no,yes,,,5.0654206,2.1500001,13.0,14.0,15.0,15.0,1
no,White,no,no,no,no,no,76.0,58.0,2.0884452,4.0,27.0,27.0,30.0,27.0,1
yes,African-American,,no,no,yes,no,,,7.9726028,,,,,,0
yes,White,yes,no,yes,no,no,,,6.2372885,0.96166664,9.0,15.0,14.0,13.0,1
yes,White,yes,no,no,yes,no,31.0,32.0,10.38256,1.9170001,8.0,15.0,10.0,12.0,1
no,African-American,yes,no,no,yes,no,14.0,56.0,13.77605,2.06304,,,,,0
no,White,no,no,no,no,yes,65.0,80.0,2.1539569,3.9130001,25.0,24.0,28.0,25.0,1
no,White,no,yes,no,yes,no,68.0,80.0,19.523809,3.4019001,27.0,26.0,27.0,26.0,0
yes,White,no,no,no,no,no,45.0,66.0,1.3347578,3.4180501,20.0,18.0,15.0,19.0,1
yes,White,yes,yes,no,yes,no,7.0,6.0,18.728395,1.2478,,,,,0
yes,White,yes,no,no,yes,no,36.0,31.0,19.688581,1.77,,,,,0
no,White,yes,no,no,no,no,38.0,60.0,7.2503643,3.7979999,19.0,16.0,16.0,17.0,1
no,White,yes,no,no,no,no,38.0,48.0,9.7994146,3.1013999,11.0,16.0,14.0,13.0,1
yes,White,no,no,no,no,no,80.0,53.0,9.3248596,1.8455,25.0,21.0,24.0,23.0,0
yes,White,yes,no,no,no,yes,76.0,56.0,9.499279,3.5040002,21.0,27.0,24.0,22.0,1
yes,White,no,yes,no,no,yes,0.0,,9.6932945,2.3917999,19.0,19.0,,,0
yes,White,yes,no,no,no,no,11.0,21.0,18.256819,0.2,,,,,0
no,White,yes,no,no,no,no,37.0,49.0,14.43077,1.233,,,,,0
yes,White,yes,no,no,no,yes,22.0,34.0,,3.1259999,21.0,23.0,27.0,23.0,1
no,White,yes,no,no,yes,no,47.0,49.0,7.2460885,3.0799999,19.0,20.0,23.0,21.0,1
yes,White,no,no,no,no,yes,63.0,51.0,2.6099706,2.9060001,27.0,24.0,32.0,28.0,1
yes,White,yes,no,no,yes,no,37.0,41.0,18.671513,2.0403333,8.0,14.0,15.0,13.0,1
yes,White,yes,yes,no,no,no,,,10.705653,,,,,,0
no,White,no,no,no,no,yes,,,1.2033899,3.2424476,26.0,24.0,23.0,23.0,1
yes,White,yes,yes,no,yes,no,27.0,46.0,8.8755188,2.549,8.0,14.0,13.0,11.0,1
no,White,no,no,no,no,yes,61.0,45.0,9.2507124,3.3239999,24.0,16.0,26.0,22.0,1
yes,African-American,yes,no,no,yes,no,,,0.0,,,,,,0
no,White,no,no,no,no,yes,49.0,64.0,7.4700003,3.8840001,27.0,27.0,29.0,28.0,1
no,White,yes,yes,no,no,no,,18.0,4.3468699,3.1550002,14.0,14.0,10.0,15.0,1
yes,White,yes,yes,no,no,no,7.0,9.0,2.7226171,1.8596799,10.0,13.0,12.0,12.0,1
no,White,yes,no,no,yes,no,32.0,59.0,1.2077922,3.5700524,19.0,21.0,19.0,20.0,1
no,White,yes,no,no,no,no,39.0,34.0,3.0953059,1.5599999,14.0,15.0,12.0,15.0,1
no,White,yes,yes,no,yes,no,,,17.645714,0.94700003,,,,,0
yes,White,yes,no,no,yes,yes,23.0,33.0,16.517241,1.442,8.0,16.0,12.0,12.0,1
yes,,no,no,no,no,no,37.0,47.0,5.4176302,2.5650001,16.0,16.0,17.0,17.0,1
yes,White,yes,no,no,no,no,59.0,54.0,2.4141846,3.5335,21.0,20.0,21.0,20.0,1
yes,Multiple/Native American,no,no,no,no,no,12.0,30.0,11.674556,2.1986668,14.0,13.0,14.0,13.0,1
no,White,no,no,no,no,yes,,,8.8085108,2.8097501,22.0,18.0,26.0,21.0,1
no,White,no,no,no,no,yes,38.0,42.0,4.6805162,3.5863099,18.0,14.0,23.0,21.0,1
no,Hispanic,yes,no,yes,yes,no,,,11.27907,3.48,12.0,19.0,16.0,16.0,1
yes,White,no,no,no,no,no,77.0,80.0,3.2177649,2.9720001,25.0,24.0,24.0,25.0,1
no,African-American,yes,no,no,yes,no,6.0,50.0,26.17152,1.4,19.0,16.0,21.0,20.0,1
no,African-American,,no,yes,no,no,,,2.3376625,1.857,,,,,0
yes,White,no,no,no,no,no,0.0,,1.7222222,3.1147001,16.0,16.0,17.0,16.0,1
yes,White,yes,no,no,no,no,55.0,66.0,19.851528,1.968415,,,,,0
yes,White,no,no,no,yes,no,56.0,59.0,5.5050001,2.5474999,21.0,22.0,19.0,21.0,1
no,White,no,no,no,no,no,61.0,50.0,1.2627841,3.6294999,27.0,21.0,21.0,24.0,1
yes,White,yes,no,no,no,no,56.0,42.0,7.4579711,2.4114602,11.0,15.0,20.0,16.0,1
no,White,yes,no,no,no,no,32.0,34.0,12.046875,2.418,18.0,14.0,19.0,18.0,1
yes,White,yes,no,no,no,no,8.0,39.0,5.9608293,2.4543848,17.0,16.0,14.0,15.0,1
yes,White,yes,no,no,no,no,,,2.8172803,2.6155,10.0,13.0,14.0,13.0,1
no,White,yes,no,no,no,no,38.0,43.0,6.0372491,1.9995,17.0,16.0,16.0,15.0,1
yes,White,yes,no,no,yes,no,11.0,29.0,14.750611,0.55379999,,,,,1
yes,African-American,yes,yes,no,no,no,0.0,,10.661428,0.68000001,,,,,0
yes,White,no,no,no,no,yes,80.0,66.0,4.2158275,3.74335,30.0,31.0,26.0,26.0,1
yes,White,no,no,no,no,no,,,13.300847,1.6855,14.0,16.0,18.0,16.0,1
no,White,yes,no,no,yes,no,11.0,31.0,15.906516,2.7774999,,,,,0
no,African-American,no,no,no,no,no,79.0,60.0,4.330956,4.0,27.0,31.0,34.0,29.0,1
no,White,yes,no,no,yes,no,41.0,45.0,3.4438121,2.0,17.0,14.0,19.0,19.0,1
yes,White,no,no,no,yes,no,30.0,33.0,4.8828573,1.811,15.0,16.0,14.0,14.0,1
no,African-American,yes,no,no,no,no,6.0,44.0,24.702703,0.80000001,,,,,0
yes,White,yes,no,no,no,no,8.0,68.0,6.7132173,2.2505,16.0,15.0,20.0,17.0,1
no,White,no,no,no,yes,yes,80.0,70.0,8.3055553,3.8677499,20.0,23.0,22.0,23.0,1
yes,African-American,yes,yes,no,no,no,0.0,31.0,2.342407,1.9016376,,,,,1
yes,White,no,yes,no,no,yes,30.0,34.0,10.241727,4.0,35.0,36.0,33.0,35.0,0
no,White,yes,no,no,no,no,33.0,47.0,12.829341,2.6052001,20.0,15.0,20.0,18.0,1
yes,,yes,no,no,no,yes,46.0,44.0,6.2788463,2.8555002,14.0,20.0,16.0,17.0,1
yes,White,yes,no,no,yes,yes,19.0,33.0,5.3806815,2.5,21.0,18.0,21.0,21.0,1
no,White,no,no,no,no,no,47.0,62.0,4.8833575,3.501225,17.0,16.0,17.0,18.0,1
no,White,yes,no,no,no,no,34.0,33.0,3.7248909,3.1529999,14.0,16.0,12.0,15.0,1
yes,African-American,no,no,no,no,no,,,5.2543354,3.2620502,19.0,22.0,17.0,19.0,1
no,White,no,no,no,no,no,58.0,48.0,0.43578643,3.5204449,22.0,22.0,22.0,23.0,1
yes,Asian/Pacific Islander,yes,no,yes,no,no,25.0,39.0,17.229225,1.518,14.0,16.0,16.0,17.0,1
yes,White,yes,no,no,no,no,38.0,41.0,3.5693851,2.391,13.0,16.0,16.0,13.0,1
yes,White,no,no,no,no,no,,,34.545979,0.63322002,,,,,0
yes,White,no,no,no,no,yes,67.0,55.0,1.9641321,3.7449999,27.0,21.0,23.0,24.0,1
no,White,yes,no,no,no,no,11.0,22.0,3.7297688,3.2453699,17.0,15.0,14.0,17.0,1
no,White,no,no,no,yes,no,56.0,63.0,11.169366,3.1062999,,,,,0
yes,White,no,no,no,no,no,25.0,54.0,3.8479197,3.1264999,18.0,15.0,10.0,18.0,1
no,African-American,no,no,no,no,no,70.0,38.0,2.2925372,3.8970001,27.0,26.0,26.0,27.0,1
yes,White,yes,no,no,no,no,,,9.9662924,2.7379999,,,,,0
yes,White,yes,yes,no,yes,no,0.0,9.0,5.3276839,1.4944,,,,,1
yes,White,yes,yes,no,yes,no,8.0,25.0,4.1255412,3.16678,11.0,16.0,14.0,15.0,1
yes,African-American,yes,no,yes,yes,no,,,6.7586708,1.9100001,9.0,15.0,12.0,13.0,0
yes,White,yes,yes,no,yes,no,19.0,0.0,12.59175,1.8199999,,,,,1
yes,White,yes,no,no,no,no,0.0,,8.4853134,1.7565,15.0,17.0,20.0,18.0,1
yes,African-American,no,no,no,no,no,38.0,39.0,5.8548851,2.3476,15.0,19.0,20.0,17.0,1
yes,White,yes,yes,no,yes,no,0.0,29.0,19.170069,1.313,7.0,13.0,17.0,13.0,1
yes,White,yes,no,no,no,yes,,,2.1688499,3.365,19.0,16.0,18.0,19.0,1
no,African-American,yes,no,no,yes,yes,31.0,61.0,7.7169538,2.865,18.0,16.0,15.0,16.0,1
yes,White,no,no,no,no,yes,42.0,62.0,2.6301565,2.71,25.0,18.0,30.0,21.0,1
yes,White,yes,no,no,yes,no,35.0,32.0,2.6597939,2.7750001,13.0,16.0,14.0,15.0,1
yes,White,yes,no,no,yes,yes,24.0,34.0,3.8806405,2.9860001,28.0,22.0,27.0,25.0,1
yes,White,no,no,no,no,no,,,0.71999997,3.8919001,30.0,31.0,36.0,30.0,1
no,African-American,yes,no,no,no,yes,78.0,61.0,8.7700005,3.7937,24.0,25.0,24.0,24.0,1
yes,White,no,no,no,no,no,31.0,21.0,6.8528571,2.1550002,13.0,16.0,11.0,15.0,0
yes,White,yes,no,no,yes,no,0.0,,7.0259371,1.86,,,,,0
no,White,yes,no,no,no,yes,61.0,50.0,8.7699318,3.052155,34.0,25.0,32.0,29.0,1
yes,White,yes,no,no,no,no,52.0,66.0,8.1399708,1.4525,18.0,22.0,26.0,21.0,1
no,African-American,yes,no,yes,yes,no,,,6.1420765,1.9107499,10.0,16.0,13.0,13.0,0
no,Asian/Pacific Islander,no,no,no,no,no,,,0.95955884,3.1334,15.0,19.0,27.0,20.0,1
no,White,no,no,no,no,no,37.0,46.0,2.5597668,3.3310499,22.0,18.0,12.0,18.0,1
yes,African-American,yes,no,no,yes,no,,23.0,9.8114901,1.6178,,,,,0
no,White,yes,no,no,no,no,64.0,57.0,3.5808299,3.5964999,22.0,23.0,21.0,22.0,1
yes,White,yes,no,no,yes,no,30.0,49.0,10.658002,2.059,14.0,16.0,19.0,17.0,1
no,African-American,yes,no,no,yes,no,18.0,38.0,29.850382,0.79892498,,,,,0
yes,White,yes,no,no,yes,no,0.0,,0.0,1.877355,,,,,1
yes,White,yes,no,no,no,no,30.0,39.0,12.769341,1.3715,15.0,16.0,19.0,17.0,0
yes,White,yes,no,no,no,no,38.0,38.0,28.041731,1.7080001,13.0,18.0,12.0,13.0,1
no,White,yes,no,no,yes,no,,,0.0,3.0769749,21.0,23.0,26.0,24.0,0
no,White,no,no,no,no,no,56.0,75.0,3.8298507,4.0,27.0,26.0,24.0,24.0,1
no,White,yes,no,no,yes,no,70.0,66.0,16.341007,3.1191201,,,,,1
no,White,yes,no,no,no,no,,,6.853147,0.76499999,14.0,15.0,23.0,17.0,1
